FILENAME,FILEENTRYID,COMPANYID,FOLDERID
DL-368.2018-R1.pdf,553943,35901,832623
Ratificacao-da-Dispensa-de-Licitacao-371-2018.pdf,553948,35901,832623
DL-252-2019-Aviso-ASCOM.pdf,553432,35901,832377
Dispensa-de-Licitação-253-2019-AVISO-ASCOM.pdf,553437,35901,832377
DISPENSA-DE-LICITAÇÃO-N°-254-2019.pdf,553442,35901,832377
3-DL-255-2019-Aviso-ASCOM.pdf,553447,35901,832377
Dispensa-de-Licitação-No-256-2019-AVISO-ASCOM.pdf,553452,35901,832377
3-DL-258-2019-Aviso-ASCOM.pdf,553457,35901,832377
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-259-2019.pdf,553462,35901,832377
aviso_dispensa_de_licitacao_262_2019.pdf,553467,35901,832377
AVISO-ASCOM-.pdf,553472,35901,832377
RATIFICAÇÃO-DE-DISPENSA-DE-LICITAÇÃO-265.2019.pdf,553480,35901,832377
Dispensa-de-Licitação-268-2019-AVISO-ASCOM.pdf,553485,35901,832377
Abertura-DL-274-2019-2.pdf,553490,35901,832377
4-DISPENSA-DE-LICTAÇÃO-N°-277-2019.pdf,553500,35901,832377
dispensa_de_licitacao_278_2019.pdf,553509,35901,832377
Publicação-Ratificação-DL279-2019.pdf,553519,35901,832377
aviso_dispensa_de_licitacao_280_2019.pdf,553524,35901,832377
Dispensa-de-Licitação-281-2019-AVISO-ASCOM.pdf,553529,35901,832377
RATIFIC-DE-DISPENSA-DE-LICITAÇÃO-282.2019.pdf,553534,35901,832377
dispensa_de_licitacao_283_2019.pdf,553539,35901,832377
Ratificacao-da-Dispensa-de-Licitacao-379-2018.pdf,553953,35901,832623
DL-Nº-389-2018–-SUAGSES.pdf,553958,35901,832623
2.-Aviso-Abertura-de-Dispensa-de-Licitação-nº-394-2018-R1.pdf,553963,35901,832623
4.-AVISO-ASCOM-DL-397-2018-R2.pdf,553968,35901,832623
Revogação-449-2018.pdf,553973,35901,832623
Dispensa-de-Licitação-450-2018.pdf,553978,35901,832623
Ratificação-DL-463-2018.pdf,553983,35901,832623
4.-Aviso-DL-465-2018.pdf,553988,35901,832623
Dispensa-de-Licitação-487-2018-R2-AVISO-ASCOM.pdf,553993,35901,832623
14-Publicação-Ratificação-488-2018.pdf,553998,35901,832623
dispensa_de_licitacao_491_2018.pdf,554003,35901,832623
14-._Publicação-Ratificação-DL-502-2018-1.pdf,554008,35901,832662
13.-Publicação-da-Revogação.pdf,554013,35901,832662
DISPENSA-DE-LICITAÇÃO-521-2018.pdf,554018,35901,832662
dispensa_de_licitacao_285_2019.pdf,553544,35901,832377
Publicação-da-Revogação.pdf,553549,35901,832377
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-292-2019.pdf,553554,35901,832377
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-522-2018.pdf,554023,35901,832662
4.-AVISO-Site-ASCOM-DL-523-2018-R1.pdf,554028,35901,832662
4.-Aviso-Abertura-de-Dispensa-de-Licitação-nº-526-2018.pdf,554033,35901,832662
Dispensa-de-Licitação-543-2018.pdf,554038,35901,832662
4.REABERTURA-DL-547.pdf,554043,35901,832662
DISPENSA-DE-LICITAÇÃO-551-2018-.pdf,554048,35901,832662
4.-AVISO-DL-557-2018.pdf,554053,35901,832662
9.AVISO-MURAL-DL-571.2018-R1.pdf,554058,35901,832662
DISPENSA-DE-LICITAÇÃO-573-2018.pdf,554063,35901,832662
DISPENSA-DE-LICITAÇÃO-N°-585-2018.pdf,554068,35901,832662
3.-Publicação-da-Revogação-1.pdf,554073,35901,832662
RATIFICAÇÃO-DE-DISPENSA-DE-LICITAÇÃO-295.2019.pdf,553559,35901,832377
DISPENSA-DE-LICITAÇÃO-296.2019.pdf,553564,35901,832377
DISPENSA-DE-LICITAÇÃO-Nº-297-2019.pdf,553569,35901,832377
AVISO-MURAL-DL-300-2019-R1.pdf,553579,35901,832377
Dispensa-de-Licitação-319-2019-AVISO-ASCOM.pdf,553644,35901,832377
14-Publicação-Ratificação-DL-597-2018.pdf,554078,35901,832662
4.-AVISO-DL-601-2018.pdf,554083,35901,832662
DL-Nº-603-2018–-SUAGSES.pdf,554088,35901,832662
DL-604-2018.pdf,554093,35901,832662
DISPENSA-DE-LICITAÇÃO-Nº-609-2018-R4.pdf,554098,35901,832662
3.-Publicação-da-Revogação-610_2018.pdf,554103,35901,832662
DISPENSA-DE-LICITAÇÃO-Nº-621-2018-R1.pdf,554108,35901,832662
DISPENSA-DE-LICITAÇÃO-N°-622-2018-R3.pdf,554113,35901,832662
3.-DISPENSA-DE-LICITAÇÃO-N-623-2018-Revogação.pdf,554118,35901,832662
DL-Nº-626-2018.pdf,554123,35901,832662
Dispensa-de-Licitação-629-2018-R3-AVISO-ASCOM.pdf,554128,35901,832662
Dispensa-de-Licitação-631-2018-R1-AVISO-ASCOM.pdf,554146,35901,832662
Dispensa-de-Licitação-632-2018-AVISO-ASCOM.pdf,554152,35901,832662
RATIFICAÇÃO-DA-DISPENSA-DE-LICITAÇÃO-647-2018-1.pdf,554157,35901,832662
DL-649_2018.pdf,554162,35901,832662
Dispensa-de-Licitação-651-2018-R1-Aviso-ASCOM.pdf,554168,35901,832662
3.-DISPENSA-DE-LICITAÇÃO-N°-656-2018.pdf,554173,35901,832662
DISPENSA-DE-LICITAÇÃO-N°-587-2019.pdf,554178,35901,832662
DISPENSA-DE-LICITAÇÃO-N°-200-2017.pdf,554185,35901,832703
3.-Publicação-da-Revogação.pdf,554192,35901,832703
3.-DISPENSA-DE-LICITAÇÃO-N°-3362017-Publicação-da-Revogação.pdf,554197,35901,832703
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-378-2017.pdf,554202,35901,832703
6.-Aviso-de-Abertura-da-DL-384-2017_Mural.pdf,554207,35901,832703
DL-417-2017.pdf,554212,35901,832703
DISPENSA-DE-LICITACAO-425-2017.pdf,554217,35901,832703
4.-Aviso-de-Abertura-DL-ASCON.pdf,552606,35901,832377
4.-AVISO-DL-Nº-012-2019-1.pdf,552611,35901,832377
4.-Publicação-do-cancelamento-DL-013-2019.pdf,552616,35901,832377
DISPENSA-DE-LICITAÇÃO-N°-017-2019.pdf,552621,35901,832377
14.Publicação-Ratificação-DL-018-2019-1.pdf,552626,35901,832377
Dispensa-de-Licitação-n°-019-2018-R3.pdf,552631,35901,832377
4.-AVISO-ASCOM-doc.pdf,552636,35901,832377
14-Publicação-Ratificação-022-2019.pdf,552641,35901,832377
DISPENSA-DE-LICITAÇÃO-Nº-024-2019.pdf,552646,35901,832377
DL-028-2019.pdf,552651,35901,832377
DISPENSA-DE-LICITAÇÃO-Nº-030-2019.pdf,552656,35901,832377
4.AVISO-MURAL-DL-335.2019.pdf,553689,35901,832377
dispensa_de_licitacao_336_2019.pdf,553694,35901,832377
dispensa_de_licitacao_337_2019.pdf,553699,35901,832377
dispensa_de_licitacao_338_2019.pdf,553704,35901,832377
CONVOCAÇÃO-N°340-2019.pdf,553714,35901,832377
dispensa_de_licitacao_345_2019.pdf,553719,35901,832377
DISPENSA-DE-LICITAÇÃO-Nº-348-2019.pdf,553724,35901,832377
DISPENSA-DE-LICITAÇÃO-Nº-350-2019.pdf,553729,35901,832377
9.-AVISO-MURAL-DL-351.2019.pdf,553734,35901,832377
Dispensa-de-Licitação-354-2019.pdf,553739,35901,832377
Dispensa-de-Licitação-366-2019-AVISO-ASCOM.pdf,553754,35901,832377
Dispensa-de-Licitação-367-2019-AVISO-ASCOM.pdf,553759,35901,832377
Dispensa-de-Licitação-368-2019-AVISO-ASCOM.pdf,553764,35901,832377
Dispensa-de-Licitação-369-2019-AVISO-ASCOM.pdf,553778,35901,832377
Dispensa-de-Licitação-371-2019-AVISO-ASCOM.pdf,553788,35901,832377
4.-Aviso-DL-nº-443-2017-.pdf,554222,35901,832703
REVOGAÇÃO-DISPENSA-DE-LICITAÇÃO-447-2017.pdf,554227,35901,832703
DISPENSA-DE-LICITACAO-AGOSTO-DE-2017-a-DEZEMBRO-DE-2017.pdf,554232,35901,832703
3.-DISPENSA-DE-LICITAÇÃO-N°-2382016-Publicação-da-Revogação.pdf,554237,35901,832737
Dispensa-de-Licitação-372-2019-AVISO-ASCOM.pdf,553793,35901,832377
AVISO-MURAL-DL-398-2019.pdf,553798,35901,832377
AVISO-MURAL-DL-399-2019.pdf,553803,35901,832377
9.AVISO-MURAL-DL-406.2019.pdf,553813,35901,832377
DL-N-420-2019.pdf,553818,35901,832377
DL-nº.-421-2019.pdf,553823,35901,832377
5.-DISPENSA-DE-LICITAÇÃO-N°-216-2019.pdf,553289,35901,832377
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-218-2019-Publicação.pdf,553294,35901,832377
14-Publicação-Ratificação-DODF-221-2019.pdf,553299,35901,832377
14-Publicação-Ratificação-DODF-222-2019.pdf,553307,35901,832377
DISPENSA-DE-LICITAÇÃO-N°-224-2019-1.pdf,553317,35901,832377
DL-N-225-2019.pdf,553322,35901,832377
DL-N°-226-2019.pdf,553327,35901,832377
DL-N-227-2019.pdf,553332,35901,832377
DL-N-228-2019.pdf,553337,35901,832377
RATIFICAÇÃO-DE-DISPENSA-DE-LICITAÇÃO-229-2019.pdf,553342,35901,832377
Dispensa-de-Licitação-230-2019-AVISO-ASCOM.pdf,553347,35901,832377
Dispensa-de-Licitação-No-231-2019-AVISO-ASCOM.pdf,553352,35901,832377
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-232-2019-Publicação.pdf,553357,35901,832377
DISPENSA-DE-LICITAÇÃO-Nº-233-2019-.pdf,553362,35901,832377
DISPENSA-DE-LICITAÇÃO-Nº-235-2019-.pdf,553372,35901,832377
DL-N°-237-2019.pdf,553382,35901,832377
DL-N-239-2019.pdf,553387,35901,832377
ratificacao_dispensa_de_licitacao_241_2019.pdf,553392,35901,832377
18.-Publicação-Ratifico-02.pdf,553828,35901,832623
DISPENSA-DE-LICITAÇÃO-N°-011-2018.pdf,553833,35901,832623
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-023-2018.pdf,553838,35901,832623
Dispensa-de-Licitação-029-2018-R4-AVISO-ASCOM.pdf,553843,35901,832623
Dispensa-de-Licitação-nº-046-2018.pdf,553848,35901,832623
3.-Publicação-da-Revogação-dl-92-.pdf,553853,35901,832623
RATIFICAÇÃO-DE-DISPENSA-DE-LICITAÇÃO-100-2018.pdf,553858,35901,832623
DISPENSA-DE-LICITAÇÃO-N°-107-2018-R5.pdf,553863,35901,832623
Publicação-Ratificação-DL-137-2018.pdf,553868,35901,832623
3.-Publicação-da-Revogação-2.pdf,553873,35901,832623
Revogação-DL-195.2018-1.pdf,553878,35901,832623
DISPENSA-DE-LICITAÇÃO-N°-205-201-R8.pdf,553883,35901,832623
Dispensa-de-Licitação-227-2018-RATIFICAÇÃO.pdf,553888,35901,832623
REVOGAÇÃO-DL-231-2018.pdf,553893,35901,832623
RATIFICO-DL-274-2018-DODF-rtf.pdf,553898,35901,832623
DL-309-2018-R8-Aviso-ASCOM.pdf,553903,35901,832623
Contrato-098.2015.pdf,618462,35901,3467488
CT.-070-2018.pdf,602381,35901,3467479
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-106-2019.pdf,552896,35901,832377
DL-nº-109-2019.pdf,552901,35901,832377
DL-110-2019-ASCOM-.pdf,552906,35901,832377
4.-Aviso-aber-DL-112-2019.pdf,552911,35901,832377
Dispensa-de-Licitação-113-2019.pdf,552916,35901,832377
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-114-2019-Publicação.pdf,552921,35901,832377
Dispensa-de-Licitação-nº-115-2019.pdf,552926,35901,832377
RATIFICAÇÃO-DE-DISPENSA-DE-LICITAÇÃO-Nº-116-2019.pdf,552931,35901,832377
4.-AVISO-ASCOM-DL-117-2019.pdf,552936,35901,832377
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-120-2019.pdf,552941,35901,832377
4.-AVISO-ASCOM-DL-121-2019.pdf,552946,35901,832377
4.-AVISO-ASCOM-DL-122-2019.pdf,552951,35901,832377
4.-Publicação-da-anulação.pdf,552956,35901,832377
14-Ratificação-da-Dispensa-de-Licitação-124-2019.pdf,552961,35901,832377
DL-125-2019.pdf,552970,35901,832377
DISPENSA-DELICITAÇÃO-N°-127-2019.pdf,552980,35901,832377
DISPENSA-DE-LICITAÇÃO-Nº-128-2019c.pdf,552985,35901,832377
DISPENSA-DE-LICITAÇÃO-N°-129-2019.pdf,552990,35901,832377
dl-131-2019.pdf,552995,35901,832377
AVISO-DE-ABERTURA-DA-DL-Nº-132-2019.pdf,553000,35901,832377
Ratificação-DL-134-2019_Emergencial.pdf,553005,35901,832377
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-137-2019-Publicação.pdf,553010,35901,832377
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-138-2019.pdf,553015,35901,832377
4.-AVISO-ASCOM-DL-140-2019.pdf,553020,35901,832377
DL-142-2019.pdf,553025,35901,832377
RATIFICAÇÃO-DE-DISPENSA-DE-LICITAÇÃO-143.2019.pdf,553030,35901,832377
DISPENSA-DE-LICITAÇÃO-N°-145-2019-1.pdf,553035,35901,832377
7.-Aviso-DL-Emergencial-ASCOM.pdf,553040,35901,832377
Publicação-da-Revogação-DL-147-2019-1.pdf,553045,35901,832377
DISPENSA-DE-LICITAÇÃO-N°-149-2019.pdf,553050,35901,832377
DL-153_2019.pdf,553055,35901,832377
DISPENSA-DE-LICITAÇÃO-156-2019l.pdf,553070,35901,832377
2.-AVISO-ASCOM-1.pdf,553075,35901,832377
DL-159-2019.pdf,553080,35901,832377
DL-N-159-2019.pdf,553085,35901,832377
RATIFICAÇÃO-DE-DISPENSA-DE-LICITAÇÃO-161.2019.pdf,553090,35901,832377
dl-162-2019.pdf,553099,35901,832377
DL-N°-163-2019.pdf,553109,35901,832377
7.ascom_.pdf,553114,35901,832377
DL-166_2019.pdf,553119,35901,832377
Dispensa-de-Licitação-168-2019-R1-AVISO-ASCOM.pdf,553124,35901,832377
DISPENSA-DE-LICITAÇÃO-nº-1692019-BIPAP-TIPO-S-–-Sistema-de-ventilação-não-invasiva.pdf,553129,35901,832377
DL-174-2019.pdf,553134,35901,832377
Dispensa-de-Licitação-176-2019-R1-AVISO-ASCOM.pdf,553139,35901,832377
DISPENSA-DE-LICITAÇÃO-177-2019.pdf,553144,35901,832377
DISPENSA-DE-LICITAÇÃO-178.2019.pdf,553149,35901,832377
DL-180-2019.pdf,553154,35901,832377
DL-181-2019.pdf,553159,35901,832377
DISPENSA-DE-LICITAÇÃO-Nº-031-2019.pdf,552661,35901,832377
7.-1-Aviso-DL-Emergencial-ASCOM.pdf,552666,35901,832377
11.-SEI18-Publicação-Ratificação-DL037-2019-SERVIÇO-manutenção.pdf,552671,35901,832377
4.-AVISO-183-2019-doc.pdf,553164,35901,832377
DISPENSA-DE-LICITAÇÃO-Nº-040-2019.pdf,552676,35901,832377
Dispensa-de-Licitação-041-2019-R1-AVISO-ASCOM.pdf,552681,35901,832377
Dispensa-de-Licitação-042-2019-R2-AVISO-ASCOM.pdf,552686,35901,832377
Dispensa-de-Licitação-044-2019-R1-AVISO-ASCOM.pdf,552691,35901,832377
Dispensa-de-Licitação-045-2019-R1-AVISO-ASCOM.pdf,552696,35901,832377
Aviso-ASCOM1.pdf,552701,35901,832377
DL-047-2019-–-SUAGSES.pdf,552706,35901,832377
DL-048-2019-–-SUAGSES.pdf,552711,35901,832377
Dispensa-de-Licitação-n°-051-2019-AVISO-ASCOM.pdf,552716,35901,832377
1ª-PRORROGAÇÃO-DL-Nº-053-2019.pdf,552721,35901,832377
4.-Aviso-2ª-Prorrogação-nº-057-2019DL-Emergencial-ASCON.pdf,552726,35901,832377
1ª-PRORROGAÇÃO-DL-Nº-061-2019–.pdf,552731,35901,832377
1ª-PRORROGAÇÃO-DL-Nº-062-2019.pdf,552736,35901,832377
Dispensa-de-Licitação-066-2019-R1-PUBLICAÇÃO-SITE-SES.pdf,552744,35901,832377
Dispensa-de-Licitação-067-2019-R1-AVISO-ASCOM.pdf,552749,35901,832377
Dispensa-de-Licitação-068-2019-AVISO-ASCOM.pdf,552754,35901,832377
DL-070-2019-Cópia.pdf,552759,35901,832377
DISPENSA-DE-LICITAÇÃO-Nº-071-2019.pdf,552764,35901,832377
4.-AVISO-ASCOM-DL-074-2019-doc-1.pdf,552773,35901,832377
Dispensa-de-Licitação-075-2019-R2-AVISO-ASCOM.pdf,552780,35901,832377
Dispensa-de-Licitação-076-2019-R1-AVISO-ASCOM.pdf,552785,35901,832377
Dispensa-de-Licitação-079-2019-R1-AVISO-ASCOM.pdf,552790,35901,832377
DISPENSA-DE-LICITAÇÃO-185-2019-doc.pdf,553169,35901,832377
DL-N°-186-2019.pdf,553174,35901,832377
DISPENSA-DE-LICITAÇÃO-Nº-187-2019-R1.pdf,553179,35901,832377
publicacaodo-ratifico-no-DODF-DL-188-2020.pdf,553184,35901,832377
Dispensa-de-Licitação-190-2019.pdf,553189,35901,832377
5.-AVISO-ASCOM-191-2019.pdf,553194,35901,832377
DISPENSA-DE-LICITAÇÃO-N°-193-2019.pdf,553199,35901,832377
DL-N-194-2019.pdf,553204,35901,832377
Publicação-Ratificação-DODF-197-2019.pdf,553209,35901,832377
Dispensa-de-Licitação-198-2019.pdf,553214,35901,832377
Dispensa-de-Licitação-199-2019.pdf,553219,35901,832377
Dispensa-de-Licitação-nº-201-2019.pdf,553224,35901,832377
Dispensa-de-licitação-n-202-2019.pdf,553229,35901,832377
Dispensa-de-Licitação-No-203-2019-AVISO-ASCOM.pdf,553234,35901,832377
Dispensa-de-Licitação-204-2019-AVISO-ASCOM.pdf,553239,35901,832377
Dispensa-de-Licitação-205-2019-AVISO-ASCOM.pdf,553244,35901,832377
DISPENSA-DE-LICITAÇÃO-N°-206-2019-REVOGAÇÃO.pdf,553249,35901,832377
DL-N°-208-2019.pdf,553254,35901,832377
4.DISPENSA-DE-LICITAÇÃO-N°-210-2019.pdf,553259,35901,832377
DISPENSA-DE-LICITAÇÃO-211-2019.pdf,553264,35901,832377
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-212-2019-Publicação.pdf,553269,35901,832377
4.-AVISO-ASCOM-PDF-213-2019.pdf,553274,35901,832377
4.-AVISO-ASCOM-PDF-214-2019.pdf,553279,35901,832377
4.-AVISO-ASCOM-PDF-215-2019.pdf,553284,35901,832377
Dispensa-de-Licitação-080-2019-R1-AVISO-ASCOM.pdf,552795,35901,832377
Dispensa-de-Licitação-081-2019-R1-AVISO-ASCOM.pdf,552801,35901,832377
AVISO-DE-ABERTURA-3.pdf,552806,35901,832377
Publicação-Ratificação-DL-084-2019.pdf,552811,35901,832377
DL-085_2019.pdf,552816,35901,832377
086-2019.pdf,552821,35901,832377
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-089-2019-1.pdf,552826,35901,832377
6.-Aviso-DL-Emergencial.pdf,552831,35901,832377
4.-DISPENSA-DE-LICITAÇÃO-N°-091-2019-R1.pdf,552836,35901,832377
4.-Aviso-DL-Emergencial-1.pdf,552841,35901,832377
DISPENSA-DE-LICITAÇÃO-N°-093-2019-R3.pdf,552846,35901,832377
DL-094-2019-1.pdf,552851,35901,832377
4.-Aviso-DL-Emergencial-2.pdf,552856,35901,832377
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-096-2019-1ª-Prorrogação.pdf,552861,35901,832377
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-097-2019.pdf,552866,35901,832377
AVISO-DE-DISPENSA-DE-LICITAÇÃO-Nº-098-2019.pdf,552871,35901,832377
DISPENSA-DE-LICITAÇÃO-099-2019.pdf,552876,35901,832377
Dispensa-de-Licitação-n°-100-2019-AVISO-ASCOM.pdf,552881,35901,832377
DISPENSA-DE-LICITAÇÃO-Nº-101-2019.pdf,552886,35901,832377
102-2019.pdf,552891,35901,832377
Recomendação-nº-01-de-10-de-março-de-2015-Manutenção-do-depósito-de-todas-as-vantagens-remuneração.pdf,897058,35901,896323
Recomendação-nº-04-de-02-junho-2015-Continuidade-do-Curso-Técnico-AVAS.pdf,897085,35901,896323
330-RO-AGOSTO.pdf,897326,35901,896680
331-RE-AGOSTO.pdf,897351,35901,896680
333-RE-SETEMBRO.pdf,897383,35901,896680
334-RE-SETEMBRO.pdf,897402,35901,896680
335-RO-OUTUBRO.pdf,897412,35901,896680
337-RE-NOVEMBRO.pdf,897447,35901,896680
338-RE-NOVEMBRO.pdf,897458,35901,896680
Mocao_de_apoio_002_nutricionistas.pdf,897502,35901,896680
Recomendação-nº-03.pdf,897547,35901,896680
Resolução-nº-422-de-17_12_2013.pdf,897602,35901,896680
Resolução-nº-423-RETIFICAÇÃO.pdf,897629,35901,896680
Resolução-nº-425-de-18_01_2014-Contratação-Serviços-de-Nefrologia.pdf,897656,35901,896680
LIRAa-Fevereiro-2018_Versao-6-final.pdf,897890,35901,554390
Informativo.docx,838165,35901,838144
Relatório Final LESTE.pdf,838303,35901,838291
Relatório Final SUDOESTE.pdf,838322,35901,838291
Resolução-do-CRS-Taguatinga-nº-001-de-20-de-março-de-2015-Prorrogação-Taguatinga.pdf,897121,35901,896323
Resolução-nº-443-de-30-de-junho-de-2015-Pactuação-2013-2015.pdf,897161,35901,896323
Resolução-nº-445-Retificação.pdf,897189,35901,896323
325-RE-MARÇO.pdf,897256,35901,896680
Retificação-da-Portaria-nº-105-CRBm-de-11-de-maio-de-2015.pdf,897279,35901,896323
328-RO-JUNHO.pdf,897302,35901,896680
341-RE-DEZEMBRO.pdf,897492,35901,896680
Mocao_Repudio_01.2014.pdf,897511,35901,896680
Recomendacao_02.docx,897520,35901,896680
Recomendação-nº-01.pdf,897529,35901,896680
Recomendação-nº-02.pdf,897538,35901,896680
RESOLUÇÂO-440.pdf,897556,35901,896680
Resolução-nº-413-de-07_05_2013.pdf,897565,35901,896680
Resolução-nº-413-de-07_05_2013-Mutirão-de-Cirurgias.pdf,897574,35901,896680
Resolução-nº-415-de-27_08_2013.pdf,897583,35901,896680
Resolução-nº-415-de-27_08_2013-Glaucoma.pdf,897593,35901,896680
Resolução-nº-422-de-17_12_2013-Forum-Distrital-de-Educação-Permanente.pdf,897611,35901,896680
451a-RE-Reuniao-Extraordinaria-do-CSDF.pdf,893757,35901,893556
452a-RO-Reuniao-Ordinaria-do-CSDF.pdf,893784,35901,893556
ISM2021.2.pdf,879830,35901,879245
PADJUD.5BIM.pdf,879881,35901,879245
PADJUD2019.2020.2021.pdf,879894,35901,879245
Prestacao_de_Contas_81660262_HRG.pdf,879913,35901,879245
453a-Reiniao-Ordinaria-CSDF.pdf,893793,35901,893556
453a-RO-Reuniao-Ordinaria-do-CSDF.pdf,893802,35901,893556
455a-RE-Reuniao-Extraordinaria-do-CSDF.pdf,893829,35901,893556
Resolução-515-Aprovação-PAS-2019.pdf,894272,35901,894229
Resolução-516-Eleição-do-Bandeirante.pdf,894281,35901,894229
Resolução-nº-519-Comiss-Eleit.-Taguatinga.pdf,894319,35901,894229
427-RO.pdf,894367,35901,894229
429-RO.pdf,894385,35901,894229
ATA-430ª-REUNIÃO-EXREAORDINÁRIA-CSDF.pdf,894432,35901,894229
ATA-434ª-REUNIÃO-EXTRAORDINÁRIA-CSDF.pdf,894468,35901,894229
ATA-438ª-REUNIÃO-EXTRAORDINÁRIA-CSDF.pdf,894505,35901,894229
413-RE-MARÇO.pdf,894895,35901,894727
Prestacao_de_Contas_81665796_HRGU.pdf,879931,35901,879245
Prestacao_de_Contas_81666326_NUCLEO_BANDEIRANTE.pdf,879950,35901,879245
467a-RE.pdf,892731,35901,891823
466a-RE.pdf,892749,35901,891823
462a-Reuniao-Ordinaria-CSDF.pdf,892777,35901,891823
Pauta-471a-RE-CSDF-25-05-2021.pdf,892805,35901,891823
Resolucao-no-541-Plano-Integrado-da-Sifilis-2021-2024.pdf,892907,35901,891823
Resolucao-no-543-Aprovacao-da-PAS-2021.pdf,892926,35901,891823
Resolucao-no-533-de-08-de-dezembro-de-2020-Solicita-elaboracao-Regimento-Eleitoral.pdf,893667,35901,893556
447a-RE-Reuniao-Extraordinaria-do-CSDF.pdf,893685,35901,893556
448a-Reiniao-Ordinaria-CSDF.pdf,893703,35901,893556
449a-Reiniao-Ordinaria-CSDF.pdf,893721,35901,893556
Prestacao_de_Contas_HRSAM.pdf,879067,35901,879245
LESTESSB2021.pdf,879052,35901,879245
HRSAM2021.5bim,879087,35901,879245
HAB2021.5bim,879098,35901,879245
Prestacao_de_Contas__HRBZ.pdf,879115,35901,879245
HAB2021.pdf,879143,35901,879245
HMIB2021.pdf,879161,35901,879245
HRS2021.2.pdf,879538,35901,879245
HRGU2021.5BIM.pdf,879738,35901,879245
449a-RO-Reuniao-Ordinaria-do-CSDF.pdf,893730,35901,893556
452a-Reiniao-Ordinaria-CSDF.pdf,893775,35901,893556
454a-Reiniao-Ordinaria-CSDF.pdf,893811,35901,893556
455a-Reuniao-Extraordinaria-CSDF.pdf,893838,35901,893556
Resolução-510-aporvação-das-UPAS.pdf,894243,35901,894229
Resolução-523-Plano-Distrital-de-Saude-2020-a-2023.pdf,894291,35901,894229
Resolucao-no-514-Regimento-Interno-10a-Conferencia.pdf,894301,35901,894229
Resolução-nº-521-de-Aviso-Público-Eleição-CSDF.pdf,894338,35901,894229
426-RE.pdf,894358,35901,894229
442ª-Reunião-Ordinária-CSDF-2019.pdf,894395,35901,894229
444ª-Reunião-Ordinária-CSDF-2019.pdf,894413,35901,894229
ATA-432ª-REUNIÃO-ORDINÁRIA-CSDF.pdf,894450,35901,894229
ATA-436ª-REUNIÃO-ORDINÁRIA-CSDF.pdf,894487,35901,894229
ATA-437ª-REUNIÃO-ORDINÁRIA-CSDF.pdf,894496,35901,894229
Resolução-CSDF-nº-503-de-12-de-junho-de-2018-Prorrogação-de-Coordenador-de-Pleenária.pdf,894765,35901,894727
Resolução-CSDF-nº-505-de-09-de-outubro-de-2018-Atenção-Ambulatorial-Secundária.pdf,894791,35901,894727
Resolução-CSDF-nº-510-de-11-de-dezembro-de-2018-Aprova-a-nova-opção-da-UPA-24-horas.pdf,894852,35901,894727
411-RO-FEVEREIRO.pdf,894861,35901,894727
397-RE-MARÇO.pdf,895510,35901,895433
399-RO-MAIO.pdf,895531,35901,895433
412-RO-MARÇO.pdf,894876,35901,894727
401-RO-JULHO.pdf,895559,35901,895433
403-RO-AGOSTO.pdf,895577,35901,895433
405-RE-AGOSTO.pdf,895597,35901,895433
HRPL2020.pdf,881810,35901,879311
LESTESSB2020-1.pdf,881842,35901,879311
LESTE2020.pdf,881864,35901,879311
LESTESSB2019.pdf,881870,35901,879311
HRT2019.pdf,881888,35901,879311
HRC2020.pdf,881919,35901,879311
HRGU2019.pdf,881956,35901,879311
406-RO-SETEMBRO.pdf,895608,35901,895433
415-RE-ABRIL.pdf,894928,35901,894727
409-RE-NOVEMBRO.pdf,895636,35901,895433
416-RO-MAIO.pdf,894944,35901,894727
Recomendação-002-ref.-horas-nao-trab-período-da-Greve-de-Servidor-1.pdf,895658,35901,895433
417-RO-JUNHO.pdf,894962,35901,894727
Resolução-nº-474-de-29-de-novembro-de-2016-Criação-da-Comissão-Reforma-Modelo-Assistencial.pdf,895676,35901,895433
418-RO-JULHO.pdf,894981,35901,894727
Resolução-nº-480-de-21-de-março-de-2017-Comissão-Eleitoral-Riacho-Fundo-II.pdf,895731,35901,895433
Resolução-CSDF-nº-499-de-13-de-março-de-2018-TOMOGRAFIA-COMPUTADORIZADA.pdf,895096,35901,894727
Resolução-nº-481-de-11-de-abril-de-2017-Aprova-criação-Comissão-Eleitoral-Renovação-do-Mandato-Candangolândia.pdf,895740,35901,895433
